feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,82,82,100.0,82,100.0,0,OK
win_pct_diff,current,82,82,100.0,82,100.0,0,OK
elo_diff,current,82,82,100.0,82,100.0,0,OK
rest_days_diff,current,82,82,100.0,82,100.0,0,OK
sp_era_diff,current,82,80,97.6,80,97.6,0,OK
sp_era_5g_diff,current,82,81,98.8,81,98.8,0,OK
sp_k9_diff,current,82,80,97.6,80,97.6,0,OK
sp_k9_5g_diff,current,82,81,98.8,81,98.8,0,OK
sp_fbvelo_diff,current,82,81,98.8,81,98.8,0,OK
sp_fbpct_diff,current,82,81,98.8,81,98.8,0,OK
sp_whiff_diff,current,82,81,98.8,81,98.8,0,OK
sp_xwoba_diff,current,82,81,98.8,81,98.8,0,OK
sp_xwoba_vs_l_diff,current,82,80,97.6,80,97.6,0,OK
lineup_woba_mean_diff,current,82,82,100.0,82,100.0,0,OK
lineup_woba_top3_diff,current,82,82,100.0,82,100.0,0,OK
lineup_woba_std_diff,current,82,82,100.0,82,100.0,0,OK
woba_30g_diff,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_diff,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_3g_diff,current,82,82,100.0,82,100.0,0,OK
bullpen_pitches_diff,current,82,82,100.0,82,100.0,0,OK
team_barrel_diff,current,82,82,100.0,82,100.0,0,OK
team_hardhit_diff,current,82,82,100.0,82,100.0,0,OK
team_exitvelo_diff,current,82,82,100.0,82,100.0,0,OK
lineup_handedness_matchup_advantage,current,82,82,100.0,82,100.0,0,OK
travel_fatigue_diff,current,82,82,100.0,82,100.0,0,OK
closer_availability_diff,current,82,82,100.0,82,100.0,0,OK
dome_is_neutral,current,82,82,100.0,82,100.0,0,OK
park_factor_slug_diff,current,82,82,100.0,82,100.0,0,OK
wind_advantage_flyball_factor,current,82,80,97.6,63,76.8,17,LOW_COVERAGE
air_density_velocity_boost,current,82,81,98.8,81,98.8,0,OK
bullpen_meltdown_risk,current,82,82,100.0,82,100.0,0,OK
pitcher_regression_indicator,current,82,81,98.8,81,98.8,0,OK
lineup_depth_multiplier,current,82,82,100.0,82,100.0,0,OK
ace_efficiency_factor,current,82,81,98.8,81,98.8,0,OK
home_elo,current,82,82,100.0,82,100.0,0,OK
away_elo,current,82,82,100.0,82,100.0,0,OK
home_win_pct,current,82,82,100.0,82,100.0,0,OK
away_win_pct,current,82,82,100.0,82,100.0,0,OK
sp_era_home,current,82,81,98.8,81,98.8,0,OK
sp_era_away,current,82,81,98.8,81,98.8,0,OK
sp_k9_home,current,82,81,98.8,81,98.8,0,OK
sp_k9_away,current,82,81,98.8,81,98.8,0,OK
sp_xwoba_home,current,82,81,98.8,81,98.8,0,OK
sp_xwoba_away,current,82,82,100.0,82,100.0,0,OK
lineup_woba_mean_home,current,82,82,100.0,82,100.0,0,OK
lineup_woba_mean_away,current,82,82,100.0,82,100.0,0,OK
lineup_woba_top3_home,current,82,82,100.0,82,100.0,0,OK
lineup_woba_top3_away,current,82,82,100.0,82,100.0,0,OK
woba_30g_home,current,82,82,100.0,82,100.0,0,OK
woba_30g_away,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_10g_home,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_10g_away,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_3g_home,current,82,82,100.0,82,100.0,0,OK
bullpen_whip_3g_away,current,82,82,100.0,82,100.0,0,OK
team_barrel_15g_home,current,82,82,100.0,82,100.0,0,OK
team_barrel_15g_away,current,82,82,100.0,82,100.0,0,OK
team_exitvelo_15g_home,current,82,82,100.0,82,100.0,0,OK
team_exitvelo_15g_away,current,82,82,100.0,82,100.0,0,OK
run_margin_diff,current,82,82,100.0,82,100.0,0,OK
is_home,baseline,250,250,100.0,250,100.0,0,OK
win_pct_diff,baseline,250,250,100.0,250,100.0,0,OK
elo_diff,baseline,250,250,100.0,250,100.0,0,OK
rest_days_diff,baseline,250,250,100.0,250,100.0,0,OK
sp_era_diff,baseline,250,244,97.6,244,97.6,0,OK
sp_era_5g_diff,baseline,250,245,98.0,245,98.0,0,OK
sp_k9_diff,baseline,250,244,97.6,244,97.6,0,OK
sp_k9_5g_diff,baseline,250,245,98.0,245,98.0,0,OK
sp_fbvelo_diff,baseline,250,244,97.6,244,97.6,0,OK
sp_fbpct_diff,baseline,250,245,98.0,245,98.0,0,OK
sp_whiff_diff,baseline,250,245,98.0,245,98.0,0,OK
sp_xwoba_diff,baseline,250,245,98.0,245,98.0,0,OK
sp_xwoba_vs_l_diff,baseline,250,244,97.6,244,97.6,0,OK
lineup_woba_mean_diff,baseline,250,250,100.0,250,100.0,0,OK
lineup_woba_top3_diff,baseline,250,250,100.0,250,100.0,0,OK
lineup_woba_std_diff,baseline,250,250,100.0,250,100.0,0,OK
woba_30g_diff,baseline,250,250,100.0,250,100.0,0,OK
bullpen_whip_diff,baseline,250,246,98.4,246,98.4,0,OK
bullpen_whip_3g_diff,baseline,250,246,98.4,246,98.4,0,OK
bullpen_pitches_diff,baseline,250,250,100.0,250,100.0,0,OK
team_barrel_diff,baseline,250,250,100.0,250,100.0,0,OK
team_hardhit_diff,baseline,250,250,100.0,250,100.0,0,OK
team_exitvelo_diff,baseline,250,250,100.0,250,100.0,0,OK
lineup_handedness_matchup_advantage,baseline,250,250,100.0,250,100.0,0,OK
travel_fatigue_diff,baseline,250,250,100.0,250,100.0,0,OK
closer_availability_diff,baseline,250,250,100.0,250,100.0,0,OK
dome_is_neutral,baseline,250,250,100.0,250,100.0,0,OK
park_factor_slug_diff,baseline,250,250,100.0,250,100.0,0,OK
wind_advantage_flyball_factor,baseline,250,244,97.6,199,79.6,45,LOW_COVERAGE
air_density_velocity_boost,baseline,250,244,97.6,244,97.6,0,OK
bullpen_meltdown_risk,baseline,250,246,98.4,246,98.4,0,OK
pitcher_regression_indicator,baseline,250,244,97.6,244,97.6,0,OK
lineup_depth_multiplier,baseline,250,250,100.0,250,100.0,0,OK
ace_efficiency_factor,baseline,250,245,98.0,245,98.0,0,OK
home_elo,baseline,250,250,100.0,250,100.0,0,OK
away_elo,baseline,250,250,100.0,250,100.0,0,OK
home_win_pct,baseline,250,250,100.0,250,100.0,0,OK
away_win_pct,baseline,250,250,100.0,250,100.0,0,OK
sp_era_home,baseline,250,246,98.4,246,98.4,0,OK
sp_era_away,baseline,250,248,99.2,248,99.2,0,OK
sp_k9_home,baseline,250,246,98.4,246,98.4,0,OK
sp_k9_away,baseline,250,248,99.2,248,99.2,0,OK
sp_xwoba_home,baseline,250,247,98.8,247,98.8,0,OK
sp_xwoba_away,baseline,250,248,99.2,248,99.2,0,OK
lineup_woba_mean_home,baseline,250,250,100.0,250,100.0,0,OK
lineup_woba_mean_away,baseline,250,250,100.0,250,100.0,0,OK
lineup_woba_top3_home,baseline,250,250,100.0,250,100.0,0,OK
lineup_woba_top3_away,baseline,250,250,100.0,250,100.0,0,OK
woba_30g_home,baseline,250,250,100.0,250,100.0,0,OK
woba_30g_away,baseline,250,250,100.0,250,100.0,0,OK
bullpen_whip_10g_home,baseline,250,249,99.6,249,99.6,0,OK
bullpen_whip_10g_away,baseline,250,247,98.8,247,98.8,0,OK
bullpen_whip_3g_home,baseline,250,249,99.6,249,99.6,0,OK
bullpen_whip_3g_away,baseline,250,247,98.8,247,98.8,0,OK
team_barrel_15g_home,baseline,250,250,100.0,250,100.0,0,OK
team_barrel_15g_away,baseline,250,250,100.0,250,100.0,0,OK
team_exitvelo_15g_home,baseline,250,250,100.0,250,100.0,0,OK
team_exitvelo_15g_away,baseline,250,250,100.0,250,100.0,0,OK
run_margin_diff,baseline,250,250,100.0,250,100.0,0,OK
