game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260905_CHC@MIA,2026-09-05,2026-09-05 16:10:00-04:00,MIA,CHC,71-70,79-62,0.4803,0.5197,0.0,0.0,Ryan Gusto,TBD,4.8268156,7.9944134,,,loanDepot park,CHC,,0,0,,pre,Scheduled
20260905_SF@NYM,2026-09-05,2026-09-05 16:10:00-04:00,NYM,SF,63-77,58-83,0.587,0.41300000000000003,0.0,0.0,Zac Thornton,Anthony Molina,3.20625,6.75,4.1538463,3.1153846,Citi Field,NYM,,0,0,,pre,Scheduled
20260905_ATL@PHI,2026-09-05,2026-09-05 18:05:00-04:00,PHI,ATL,79-61,83-57,0.5844,0.41559999999999997,0.0,0.0,Zack Wheeler,Martín Pérez,3.1943662,11.256338,3.3044777,6.850746,Citizens Bank Park,PHI,,0,0,,pre,Scheduled
20260905_DET@CLE,2026-09-05,2026-09-05 18:10:00-04:00,CLE,DET,70-70,64-75,0.621,0.379,0.0,0.0,Parker Messick,Framber Valdez,2.4161074,9.422819,4.729927,7.2919707,Progressive Field,CLE,,0,0,,pre,Scheduled
20260905_LAA@PIT,2026-09-05,2026-09-05 18:40:00-04:00,PIT,LAA,69-72,53-87,0.6246,0.37539999999999996,0.0,0.0,Braxton Ashcraft,Yusei Kikuchi,3.96,9.66,6.4903846,9.605769,PNC Park,PIT,,0,0,,pre,Scheduled
20260905_MIL@CIN,2026-09-05,2026-09-05 18:40:00-04:00,CIN,MIL,67-73,87-54,0.4398,0.5602,0.0,0.0,Andrew Abbott,Dustin May,3.6085918,7.346062,4.702247,8.949438,Great American Ball Park,MIL,,0,0,,pre,Scheduled
20260905_BOS@BAL,2026-09-05,2026-09-05 19:05:00-04:00,BAL,BOS,69-72,76-65,0.4585,0.5415,0.0,0.0,Chris Bassitt,Sonny Gray,4.9565215,6.652174,3.0,8.386364,Oriole Park at Camden Yards,BOS,,0,0,,pre,Scheduled
20260905_TB@TEX,2026-09-05,2026-09-05 19:05:00-04:00,TEX,TB,70-71,83-57,0.5493,0.4507,0.0,0.0,Jacob deGrom,Drew Rasmussen,3.543307,11.267716,3.0366747,9.440098,Globe Life Field,TEX,,0,0,,pre,Scheduled
20260905_MIN@CHW,2026-09-05,2026-09-05 19:10:00-04:00,CWS,MIN,73-67,67-73,0.5376,0.46240000000000003,0.0,0.0,Anthony Kay,Taj Bradley,4.082228,7.734748,3.7587006,10.587007,Rate Field,CWS,,0,0,,pre,Scheduled
20260905_TOR@KC,2026-09-05,2026-09-05 19:10:00-04:00,KC,TOR,63-78,70-71,0.5074,0.49260000000000004,0.0,0.0,Seth Lugo,Max Scherzer,4.6465116,7.283721,5.877551,6.612245,Kauffman Stadium,KC,,0,0,,pre,Scheduled
20260905_ARI@HOU,2026-09-05,2026-09-05 19:15:00-04:00,HOU,AZ,72-69,74-67,0.4937,0.5063,0.0,0.0,Ethan Pecko,Brandon Pfaadt,6.1363635,6.1363635,2.9213114,6.3737707,Daikin Park,AZ,,0,0,,pre,Scheduled
20260905_NYY@SD,2026-09-05,2026-09-05 19:15:00-04:00,SD,NYY,73-67,80-60,0.5154,0.48460000000000003,0.0,0.0,Robbie Ray,Carlos Rodón,3.4496315,8.093366,3.7594936,9.911392,Petco Park,SD,,0,0,,pre,Scheduled
20260905_STL@COL,2026-09-05,2026-09-05 20:10:00-04:00,COL,STL,54-86,70-71,0.4389,0.5610999999999999,0.0,0.0,Mason Adams,Matthew Liberatore,2.25,11.25,5.195122,9.658537,Coors Field,STL,,0,0,,pre,Scheduled
20260905_WSH@LAD,2026-09-05,2026-09-05 21:10:00-04:00,LAD,WSH,83-57,67-75,0.64,0.36,0.0,0.0,Tyler Glasnow,Cade Cavalli,3.0681818,11.454545,3.7587006,10.587007,Dodger Stadium,LAD,,0,0,,pre,Scheduled
20260905_ATH@SEA,2026-09-05,2026-09-05 21:40:00-04:00,SEA,ATH,66-75,55-86,0.6393,0.3607,0.0,0.0,George Kirby,Jeffrey Springs,4.139151,8.023585,6.0612245,7.2419825,T-Mobile Park,SEA,,0,0,,pre,Scheduled
