feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,92,92,100.0,92,100.0,0,OK
dome_is_neutral,current,92,92,100.0,92,100.0,0,OK
park_factor_slug_diff,current,92,92,100.0,92,100.0,0,OK
wind_advantage_flyball_factor,current,92,90,97.8,74,80.4,16,OK
air_density_velocity_boost,current,92,90,97.8,90,97.8,0,OK
home_elo,current,92,92,100.0,92,100.0,0,OK
away_elo,current,92,92,100.0,92,100.0,0,OK
home_win_pct,current,92,92,100.0,92,100.0,0,OK
away_win_pct,current,92,92,100.0,92,100.0,0,OK
sp_era_home,current,92,91,98.9,91,98.9,0,OK
sp_era_away,current,92,91,98.9,91,98.9,0,OK
sp_k9_home,current,92,91,98.9,91,98.9,0,OK
sp_k9_away,current,92,91,98.9,91,98.9,0,OK
sp_xwoba_home,current,92,91,98.9,91,98.9,0,OK
sp_xwoba_away,current,92,91,98.9,91,98.9,0,OK
lineup_woba_mean_home,current,92,92,100.0,92,100.0,0,OK
lineup_woba_mean_away,current,92,92,100.0,92,100.0,0,OK
lineup_woba_top3_home,current,92,92,100.0,92,100.0,0,OK
lineup_woba_top3_away,current,92,92,100.0,92,100.0,0,OK
woba_30g_home,current,92,92,100.0,92,100.0,0,OK
woba_30g_away,current,92,92,100.0,92,100.0,0,OK
bullpen_whip_10g_home,current,92,91,98.9,91,98.9,0,OK
bullpen_whip_10g_away,current,92,92,100.0,92,100.0,0,OK
bullpen_whip_3g_home,current,92,91,98.9,91,98.9,0,OK
bullpen_whip_3g_away,current,92,92,100.0,92,100.0,0,OK
team_barrel_15g_home,current,92,92,100.0,92,100.0,0,OK
team_barrel_15g_away,current,92,92,100.0,92,100.0,0,OK
team_exitvelo_15g_home,current,92,92,100.0,92,100.0,0,OK
team_exitvelo_15g_away,current,92,92,100.0,92,100.0,0,OK
is_home,baseline,276,276,100.0,276,100.0,0,OK
dome_is_neutral,baseline,276,276,100.0,276,100.0,0,OK
park_factor_slug_diff,baseline,276,276,100.0,276,100.0,0,OK
wind_advantage_flyball_factor,baseline,276,269,97.5,217,78.6,52,LOW_COVERAGE
air_density_velocity_boost,baseline,276,272,98.6,272,98.6,0,OK
home_elo,baseline,276,276,100.0,276,100.0,0,OK
away_elo,baseline,276,276,100.0,276,100.0,0,OK
home_win_pct,baseline,276,276,100.0,276,100.0,0,OK
away_win_pct,baseline,276,276,100.0,276,100.0,0,OK
sp_era_home,baseline,276,271,98.2,271,98.2,0,OK
sp_era_away,baseline,276,274,99.3,274,99.3,0,OK
sp_k9_home,baseline,276,271,98.2,271,98.2,0,OK
sp_k9_away,baseline,276,274,99.3,274,99.3,0,OK
sp_xwoba_home,baseline,276,274,99.3,274,99.3,0,OK
sp_xwoba_away,baseline,276,275,99.6,275,99.6,0,OK
lineup_woba_mean_home,baseline,276,276,100.0,276,100.0,0,OK
lineup_woba_mean_away,baseline,276,276,100.0,276,100.0,0,OK
lineup_woba_top3_home,baseline,276,276,100.0,276,100.0,0,OK
lineup_woba_top3_away,baseline,276,276,100.0,276,100.0,0,OK
woba_30g_home,baseline,276,276,100.0,276,100.0,0,OK
woba_30g_away,baseline,276,276,100.0,276,100.0,0,OK
bullpen_whip_10g_home,baseline,276,275,99.6,275,99.6,0,OK
bullpen_whip_10g_away,baseline,276,272,98.6,272,98.6,0,OK
bullpen_whip_3g_home,baseline,276,275,99.6,275,99.6,0,OK
bullpen_whip_3g_away,baseline,276,272,98.6,272,98.6,0,OK
team_barrel_15g_home,baseline,276,276,100.0,276,100.0,0,OK
team_barrel_15g_away,baseline,276,276,100.0,276,100.0,0,OK
team_exitvelo_15g_home,baseline,276,276,100.0,276,100.0,0,OK
team_exitvelo_15g_away,baseline,276,276,100.0,276,100.0,0,OK
