game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260826_TB@DET,2026-08-26,2026-08-26 13:10:00-04:00,DET,TB,62-70,78-54,0.552,0.44799999999999995,0.0,0.0,Troy Melton,Freddy Peralta,1.6396761,7.9797573,4.915761,9.024457,Comerica Park,DET,0.0,0,3,,post,Final
20260826_CHC@ARI,2026-08-26,2026-08-26 15:40:00-04:00,AZ,CHC,70-63,76-57,0.4951,0.5049,0.0,0.0,Eduardo Rodriguez,Matthew Boyd,2.706444,6.508353,4.1538463,7.8461537,Chase Field,CHC,1.0,2,0,,post,Final
20260826_CIN@SF,2026-08-26,2026-08-26 15:45:00-04:00,SF,CIN,54-78,62-71,0.5102,0.4898,0.0,0.0,Logan Webb,Nick Lodolo,3.8955224,7.3880596,4.114286,7.3285713,Oracle Park,SF,0.0,9,10,,post,Final
20260826_CLE@LAA,2026-08-26,2026-08-26 16:07:00-04:00,LAA,CLE,52-81,67-66,0.407,0.593,0.0,0.0,Grayson Rodriguez,Joey Cantillo,6.2427745,8.583815,4.05,10.425,Angel Stadium,CLE,0.0,3,4,,post,Final
20260826_PHI@SEA,2026-08-26,2026-08-26 16:10:00-04:00,SEA,PHI,64-69,73-60,0.4742,0.5258,0.0,0.0,Bryan Woo,Jesús Luzardo,4.203166,9.403694,3.3169534,11.675675,T-Mobile Park,PHI,0.0,0,6,,post,Final
20260826_PIT@SD,2026-08-26,2026-08-26 16:10:00-04:00,SD,PIT,71-62,65-69,0.5793,0.42069999999999996,0.0,0.0,Randy Vásquez,Bubba Chandler,4.9,6.4,4.213873,8.427746,Petco Park,SD,1.0,3,0,,post,Final
20260826_BOS@MIA,2026-08-26,2026-08-26 18:40:00-04:00,MIA,BOS,67-66,73-59,0.4984,0.5016,0.0,0.0,Ryan Gusto,Sonny Gray,5.361702,8.234042,3.0252101,8.319327,loanDepot park,BOS,1.0,4,0,,post,Final
20260826_COL@WSH,2026-08-26,2026-08-26 18:45:00-04:00,WSH,COL,62-72,51-81,0.5157,0.48429999999999995,0.0,0.0,Matt Waldron,Tanner Gordon,7.3636365,9.818182,6.9545455,9.409091,Nationals Park,WSH,0.0,1,13,,post,Final
20260826_HOU@NYY,2026-08-26,2026-08-26 19:05:00-04:00,NYY,HOU,74-57,66-66,0.5207,0.47929999999999995,0.0,0.0,Elmer Rodríguez,Peter Lambert,3.24,5.4,2.8867924,9.169811,Yankee Stadium,NYY,1.0,9,3,,post,Final
20260826_KC@TOR,2026-08-26,2026-08-26 19:07:00-04:00,TOR,KC,64-69,59-74,0.5512,0.4488,0.0,0.0,Spencer Miles,Randy Dobnak,3.7058823,9.705882,2.5851064,5.4574466,Rogers Centre,TOR,1.0,3,0,,post,Final
20260826_MIL@NYM,2026-08-26,2026-08-26 19:10:00-04:00,NYM,MIL,60-72,81-51,0.4889,0.5111,0.0,0.0,Robert Stock,Dustin May,1.8,7.2,4.431611,9.109423,Citi Field,MIL,0.0,1,8,,post,Final
20260826_LAD@ATL,2026-08-26,2026-08-26 19:15:00-04:00,ATL,LAD,77-55,80-52,0.4746,0.5254,0.0,0.0,AJ Smith-Shawver,Roki Sasaki,2.25,9.0,4.012384,9.0278635,Truist Park,LAD,1.0,6,5,,post,Final
20260826_TEX@CHW,2026-08-26,2026-08-26 19:40:00-04:00,CWS,TEX,69-63,66-67,0.5567,0.4433,0.0,0.0,Sean Burke,MacKenzie Gore,3.2045455,10.363636,4.0534353,10.236641,Rate Field,CWS,1.0,10,4,,post,Final
20260826_BAL@STL,2026-08-26,2026-08-26 19:45:00-04:00,STL,BAL,66-67,64-68,0.4474,0.5526,0.0,0.0,Michael McGreevy,Kyle Bradish,2.9454546,6.3818183,4.1883655,9.049862,Busch Stadium,BAL,0.0,7,8,,post,Final
20260826_MIN@ATH,2026-08-26,2026-08-26 21:05:00-04:00,ATH,MIN,52-81,64-69,0.4881,0.5119,0.0,0.0,J.T. Ginn,Connor Prielipp,3.3208556,8.229946,6.0121455,10.275304,Sutter Health Park,MIN,1.0,7,4,,post,Final
